"","version","doi","v1","v2","v3","v4","v5","v6"
"1","1.0 (2020-11-30)","doi:10.11587/7PFLIU",1,"abartig",3.15000009536743,0.366347551345825,3,3
"2","1.0 (2020-11-30)","doi:10.11587/7PFLIU",2,"abbau",1.54782605171204,1.31951260566711,0,0
"3","1.0 (2020-11-30)","doi:10.11587/7PFLIU",3,"abbauen",1.79545450210571,1.28252279758453,3,3
"4","1.0 (2020-11-30)","doi:10.11587/7PFLIU",4,"abblocken",2,1.24721908569336,2,2
"5","1.0 (2020-11-30)","doi:10.11587/7PFLIU",5,"abbruch",2.07692313194275,1.38212025165558,3,3
"6","1.0 (2020-11-30)","doi:10.11587/7PFLIU",6,"abdanken",2.54545450210571,1.0357254743576,3,3
"7","1.0 (2020-11-30)","doi:10.11587/7PFLIU",7,"abdecken",1.72727274894714,1.07711338996887,2,2
"8","1.0 (2020-11-30)","doi:10.11587/7PFLIU",8,"abdrängen",2.29999995231628,0.674948573112488,2,2
"9","1.0 (2020-11-30)","doi:10.11587/7PFLIU",9,"abenteuerlich",2.375,0.896932065486908,3,3
"10","1.0 (2020-11-30)","doi:10.11587/7PFLIU",10,"aberwitzig",1.96774196624756,1.3034280538559,3,3
"11","1.0 (2020-11-30)","doi:10.11587/7PFLIU",11,"abfall",0.380952388048172,0.669043362140656,0,0
"12","1.0 (2020-11-30)","doi:10.11587/7PFLIU",12,"abfallpolitik",2.27272725105286,1.19087433815002,3,3
"13","1.0 (2020-11-30)","doi:10.11587/7PFLIU",13,"abfeiern",2.90000009536743,0.31622776389122,3,3
"14","1.0 (2020-11-30)","doi:10.11587/7PFLIU",14,"abfertigen",2.79999995231628,0.421637028455734,3,3
"15","1.0 (2020-11-30)","doi:10.11587/7PFLIU",15,"abfuhr",2.42857146263123,0.978336751461029,3,3
"16","1.0 (2020-11-30)","doi:10.11587/7PFLIU",16,"abfällig",2.23595499992371,0.98882931470871,3,3
"17","1.0 (2020-11-30)","doi:10.11587/7PFLIU",17,"abfälligkeit",2.70000004768372,1.05934989452362,3,3
"18","1.0 (2020-11-30)","doi:10.11587/7PFLIU",18,"abführen",2.34999990463257,1.13670814037323,3,3
"19","1.0 (2020-11-30)","doi:10.11587/7PFLIU",19,"abführmittel",1.60000002384186,1.53554379940033,0,0
"20","1.0 (2020-11-30)","doi:10.11587/7PFLIU",20,"abgabenhinterziehung",2.09999990463257,1.28668391704559,3,3
"21","1.0 (2020-11-30)","doi:10.11587/7PFLIU",21,"abgang",2.38235282897949,1.45674407482147,3,3
"22","1.0 (2020-11-30)","doi:10.11587/7PFLIU",22,"abgebaut",0.400000005960464,0.843274056911469,0,0
"23","1.0 (2020-11-30)","doi:10.11587/7PFLIU",23,"abgeben",1.52238810062408,1.46015989780426,0,0
"24","1.0 (2020-11-30)","doi:10.11587/7PFLIU",24,"abgegeben",0.803278684616089,1.3142763376236,0,0
"25","1.0 (2020-11-30)","doi:10.11587/7PFLIU",25,"abgehen",0.789473712444305,1.2727462053299,0,0
"26","1.0 (2020-11-30)","doi:10.11587/7PFLIU",26,"abgehoben",2.51999998092651,1.29740715026855,3,3
"27","1.0 (2020-11-30)","doi:10.11587/7PFLIU",27,"abgehobenheit",3.01960778236389,0.677943825721741,3,3
"28","1.0 (2020-11-30)","doi:10.11587/7PFLIU",28,"abgekartet",2.54999995231628,0.887041211128235,3,3
"29","1.0 (2020-11-30)","doi:10.11587/7PFLIU",29,"abgelten",0.636363625526428,1.43336856365204,0,0
"30","1.0 (2020-11-30)","doi:10.11587/7PFLIU",30,"abgesandelt",2,1.54919338226318,3,0
"31","1.0 (2020-11-30)","doi:10.11587/7PFLIU",31,"abgesang",2.29999995231628,1.05934989452362,2,2
"32","1.0 (2020-11-30)","doi:10.11587/7PFLIU",32,"abgeschasselt",2.21052622795105,1.1822270154953,3,3
"33","1.0 (2020-11-30)","doi:10.11587/7PFLIU",33,"abgeschrieben",2.29999995231628,0.823272585868835,3,3
"34","1.0 (2020-11-30)","doi:10.11587/7PFLIU",34,"abgetakelt",2.5,0.971825301647186,3,3
"35","1.0 (2020-11-30)","doi:10.11587/7PFLIU",35,"abgetaucht",2.09999990463257,0.875595033168793,2,2
"36","1.0 (2020-11-30)","doi:10.11587/7PFLIU",36,"abgewöhnen",2.79999995231628,1.03279554843903,3,3
"37","1.0 (2020-11-30)","doi:10.11587/7PFLIU",37,"abgezockt",2.90000009536743,0.552506268024445,3,3
"38","1.0 (2020-11-30)","doi:10.11587/7PFLIU",38,"abgrenzen",0.90625,1.20105803012848,0,0
"39","1.0 (2020-11-30)","doi:10.11587/7PFLIU",39,"abgrenzung",1.09090912342072,1.26901125907898,0,0
"40","1.0 (2020-11-30)","doi:10.11587/7PFLIU",40,"abgrund",2.49019598960876,1.30188405513763,3,3
"41","1.0 (2020-11-30)","doi:10.11587/7PFLIU",41,"abhaken",2.5,0.527046263217926,2,3
"42","1.0 (2020-11-30)","doi:10.11587/7PFLIU",42,"abhalten",2.15000009536743,1.23100960254669,3,3
"43","1.0 (2020-11-30)","doi:10.11587/7PFLIU",43,"abhaltung",2,1.15470051765442,3,3
"44","1.0 (2020-11-30)","doi:10.11587/7PFLIU",44,"abheben",2.54545450210571,1.36847627162933,3,3
"45","1.0 (2020-11-30)","doi:10.11587/7PFLIU",45,"abhilfe",2.09999990463257,0.875595033168793,3,3
"46","1.0 (2020-11-30)","doi:10.11587/7PFLIU",46,"abhängig",1.89189183712006,1.36999154090881,3,3
"47","1.0 (2020-11-30)","doi:10.11587/7PFLIU",47,"abhängigkeit",2,1.03077638149261,2,2
"48","1.0 (2020-11-30)","doi:10.11587/7PFLIU",48,"abhöraktion",1.25,1.05528974533081,2,2
"49","1.0 (2020-11-30)","doi:10.11587/7PFLIU",49,"abkassieren",2.5,1.04469990730286,3,3
"50","1.0 (2020-11-30)","doi:10.11587/7PFLIU",50,"abkupfern",2.45454549789429,0.93419873714447,3,3
"51","1.0 (2020-11-30)","doi:10.11587/7PFLIU",51,"ablagerung",1.875,1.12599158287048,1,1
"52","1.0 (2020-11-30)","doi:10.11587/7PFLIU",52,"ablasshandel",2.20000004768372,0.788810610771179,3,2
"53","1.0 (2020-11-30)","doi:10.11587/7PFLIU",53,"ablaufdatum",2.45000004768372,0.998683333396912,3,3
"54","1.0 (2020-11-30)","doi:10.11587/7PFLIU",54,"ablaufend",0.636363625526428,0.809039831161499,0,0
"55","1.0 (2020-11-30)","doi:10.11587/7PFLIU",55,"ablehnen",1.75663721561432,1.25009346008301,3,3
"56","1.0 (2020-11-30)","doi:10.11587/7PFLIU",56,"ablehnend",1.22222220897675,0.971825301647186,2,2
"57","1.0 (2020-11-30)","doi:10.11587/7PFLIU",57,"ablehnung",1.74444448947906,1.30307424068451,3,0
"58","1.0 (2020-11-30)","doi:10.11587/7PFLIU",58,"ablenken",2.67669177055359,0.883766651153564,3,3
"59","1.0 (2020-11-30)","doi:10.11587/7PFLIU",59,"ablenkung",2.79999995231628,0.63245552778244,3,3
"60","1.0 (2020-11-30)","doi:10.11587/7PFLIU",60,"ablenkungsmanöver",2.7254900932312,0.902766525745392,3,3
"61","1.0 (2020-11-30)","doi:10.11587/7PFLIU",61,"ablösekandidat",2.90909099578857,1.13618183135986,3,3
"62","1.0 (2020-11-30)","doi:10.11587/7PFLIU",62,"abmahnen",2.29999995231628,1.2516655921936,3,3
"63","1.0 (2020-11-30)","doi:10.11587/7PFLIU",63,"abmontieren",2.73170733451843,0.837388515472412,3,3
"64","1.0 (2020-11-30)","doi:10.11587/7PFLIU",64,"abnahme",0.899999976158142,1.28668391704559,0,0
"65","1.0 (2020-11-30)","doi:10.11587/7PFLIU",65,"abnorm",1.90909087657928,1.44599759578705,3,3
"66","1.0 (2020-11-30)","doi:10.11587/7PFLIU",66,"abqualifizieren",2.66666674613953,0.795822441577911,3,3
"67","1.0 (2020-11-30)","doi:10.11587/7PFLIU",67,"abrechnen",0.918367326259613,1.16969966888428,0,0
"68","1.0 (2020-11-30)","doi:10.11587/7PFLIU",68,"abrechnung",1.02597403526306,1.09992849826813,0,0
"69","1.0 (2020-11-30)","doi:10.11587/7PFLIU",69,"abreißen",2,0.942809045314789,2,2
"70","1.0 (2020-11-30)","doi:10.11587/7PFLIU",70,"abringen",2.40000009536743,0.699205875396729,2,2
"71","1.0 (2020-11-30)","doi:10.11587/7PFLIU",71,"abriß",0.090909093618393,0.301511347293854,0,0
"72","1.0 (2020-11-30)","doi:10.11587/7PFLIU",72,"abrupt",2.18181824684143,1.25045442581177,3,3
"73","1.0 (2020-11-30)","doi:10.11587/7PFLIU",73,"absage",1.6417909860611,1.43743181228638,0,0
"74","1.0 (2020-11-30)","doi:10.11587/7PFLIU",74,"absagen",1.85714280605316,1.29241240024567,3,3
"75","1.0 (2020-11-30)","doi:10.11587/7PFLIU",75,"absandelt",2.40000009536743,1.34989714622498,3,3
"76","1.0 (2020-11-30)","doi:10.11587/7PFLIU",76,"absaufen",2.70000004768372,1.05934989452362,3,3
"77","1.0 (2020-11-30)","doi:10.11587/7PFLIU",77,"abschaffen",1.81725883483887,1.31595647335052,3,3
"78","1.0 (2020-11-30)","doi:10.11587/7PFLIU",78,"abschaffung",2.13333344459534,1.24145376682281,3,3
"79","1.0 (2020-11-30)","doi:10.11587/7PFLIU",79,"abschaltung",2.59999990463257,0.699205875396729,3,3
"80","1.0 (2020-11-30)","doi:10.11587/7PFLIU",80,"abscheu",2.84210515022278,0.764719128608704,3,3
"81","1.0 (2020-11-30)","doi:10.11587/7PFLIU",81,"abscheulich",2.85365843772888,0.792495310306549,3,3
"82","1.0 (2020-11-30)","doi:10.11587/7PFLIU",82,"abscheulichkeit",3.20000004768372,0.63245552778244,3,3
"83","1.0 (2020-11-30)","doi:10.11587/7PFLIU",83,"abschiebeaktion",2.11111116409302,0.927960753440857,2,2
"84","1.0 (2020-11-30)","doi:10.11587/7PFLIU",84,"abschieben",1.95833337306976,1.20372080802917,3,3
"85","1.0 (2020-11-30)","doi:10.11587/7PFLIU",85,"abschiebung",2.08108115196228,1.03758203983307,3,3
"86","1.0 (2020-11-30)","doi:10.11587/7PFLIU",86,"abschied",1.77419352531433,1.45395267009735,0,0
"87","1.0 (2020-11-30)","doi:10.11587/7PFLIU",87,"abschießen",1.18181812763214,1.47093045711517,0,0
"88","1.0 (2020-11-30)","doi:10.11587/7PFLIU",88,"abschlachten",3.09999990463257,1.19721901416779,3,3
"89","1.0 (2020-11-30)","doi:10.11587/7PFLIU",89,"abschleifen",1.33333337306976,1.26854062080383,0,0
"90","1.0 (2020-11-30)","doi:10.11587/7PFLIU",90,"abschlussveranstaltung",0.25,0.683130025863647,0,0
"91","1.0 (2020-11-30)","doi:10.11587/7PFLIU",91,"abschlägig",2.09999990463257,0.994428932666779,3,2
"92","1.0 (2020-11-30)","doi:10.11587/7PFLIU",92,"abschminken",3.09999990463257,1.19721901416779,4,4
"93","1.0 (2020-11-30)","doi:10.11587/7PFLIU",93,"abschneiden",1.78571426868439,1.641073346138,0,0
"94","1.0 (2020-11-30)","doi:10.11587/7PFLIU",94,"abschrecken",1.7826087474823,1.27765846252441,3,2
"95","1.0 (2020-11-30)","doi:10.11587/7PFLIU",95,"abschreckend",2,1.40534698963165,3,3
"96","1.0 (2020-11-30)","doi:10.11587/7PFLIU",96,"abschreckung",2.20512819290161,1.15118896961212,3,3
"97","1.0 (2020-11-30)","doi:10.11587/7PFLIU",97,"abschreckungsmaßnahme",1.60000002384186,1.26491105556488,2,2
"98","1.0 (2020-11-30)","doi:10.11587/7PFLIU",98,"abschreiben",1.75,0.965307295322418,2,2
"99","1.0 (2020-11-30)","doi:10.11587/7PFLIU",99,"abschwung",1,1.41421353816986,0,0
"100","1.0 (2020-11-30)","doi:10.11587/7PFLIU",100,"absehbar",1.59375,1.13192319869995,3,3
"101","1.0 (2020-11-30)","doi:10.11587/7PFLIU",101,"absehen",1.68181812763214,1.07341504096985,2,2
"102","1.0 (2020-11-30)","doi:10.11587/7PFLIU",102,"abseitig",0.75,1.16496479511261,0,0
"103","1.0 (2020-11-30)","doi:10.11587/7PFLIU",103,"abseits",1.86842107772827,1.5098067522049,3,3
"104","1.0 (2020-11-30)","doi:10.11587/7PFLIU",104,"absenken",1.05555558204651,0.998364686965942,0,0
"105","1.0 (2020-11-30)","doi:10.11587/7PFLIU",105,"absetzen",2.23076915740967,1.30088722705841,3,3
"106","1.0 (2020-11-30)","doi:10.11587/7PFLIU",106,"absetzung",2.5,0.971825301647186,3,3
"107","1.0 (2020-11-30)","doi:10.11587/7PFLIU",107,"absichtlich",1.90476191043854,1.44584786891937,3,3
"108","1.0 (2020-11-30)","doi:10.11587/7PFLIU",108,"abspenstig",1.76923072338104,1.48064434528351,3,3
"109","1.0 (2020-11-30)","doi:10.11587/7PFLIU",109,"absprechen",1.9111111164093,1.37877118587494,3,3
"110","1.0 (2020-11-30)","doi:10.11587/7PFLIU",110,"absprengt",1,1.33333337306976,0,0
"111","1.0 (2020-11-30)","doi:10.11587/7PFLIU",111,"absprung",1.5,1.34450447559357,0,0
"112","1.0 (2020-11-30)","doi:10.11587/7PFLIU",112,"abstand",1.03896105289459,1.17475152015686,0,0
"113","1.0 (2020-11-30)","doi:10.11587/7PFLIU",113,"abstechen",1.91666662693024,1.50504207611084,3,0
"114","1.0 (2020-11-30)","doi:10.11587/7PFLIU",114,"abstellen",1.64814817905426,1.34805810451508,0,0
"115","1.0 (2020-11-30)","doi:10.11587/7PFLIU",115,"abstottern",2.54545450210571,0.93419873714447,3,3
"116","1.0 (2020-11-30)","doi:10.11587/7PFLIU",116,"abstoßen",2.90000009536743,0.967906057834625,3,3
"117","1.0 (2020-11-30)","doi:10.11587/7PFLIU",117,"abstrafen",2.38709688186646,1.16126108169556,3,3
"118","1.0 (2020-11-30)","doi:10.11587/7PFLIU",118,"abstrafung",2.54999995231628,1.14593100547791,3,3
"119","1.0 (2020-11-30)","doi:10.11587/7PFLIU",119,"abstrus",2.84999990463257,0.921258866786957,3,3
"120","1.0 (2020-11-30)","doi:10.11587/7PFLIU",120,"absturz",1.4736841917038,1.29704701900482,0,0
"121","1.0 (2020-11-30)","doi:10.11587/7PFLIU",121,"abstürz",2.31707310676575,1.23367393016815,3,3
"122","1.0 (2020-11-30)","doi:10.11587/7PFLIU",122,"absurd",2.36697244644165,1.10433208942413,3,3
"123","1.0 (2020-11-30)","doi:10.11587/7PFLIU",123,"absurdität",3.20000004768372,0.615586996078491,3,3
"124","1.0 (2020-11-30)","doi:10.11587/7PFLIU",124,"abtauchen",1.82608699798584,1.28287959098816,2,3
"125","1.0 (2020-11-30)","doi:10.11587/7PFLIU",125,"abtragen",0.600000023841858,0.966091811656952,0,0
"126","1.0 (2020-11-30)","doi:10.11587/7PFLIU",126,"abtun",2.84999990463257,0.489360481500626,3,3
"127","1.0 (2020-11-30)","doi:10.11587/7PFLIU",127,"abwandern",2.45454549789429,1.1281521320343,3,3
"128","1.0 (2020-11-30)","doi:10.11587/7PFLIU",128,"abwanderung",1.75862073898315,1.50369000434875,3,3
"129","1.0 (2020-11-30)","doi:10.11587/7PFLIU",129,"abwarten",0.222222223877907,0.548318862915039,0,0
"130","1.0 (2020-11-30)","doi:10.11587/7PFLIU",130,"abwatschen",2.40000009536743,1.31389331817627,3,3
"131","1.0 (2020-11-30)","doi:10.11587/7PFLIU",131,"abwehr",0.916666686534882,1.26882982254028,0,0
"132","1.0 (2020-11-30)","doi:10.11587/7PFLIU",132,"abwehrkampf",1.84210526943207,1.16729307174683,3,3
"133","1.0 (2020-11-30)","doi:10.11587/7PFLIU",133,"abweisen",1.86956524848938,1.39167487621307,3,3
"134","1.0 (2020-11-30)","doi:10.11587/7PFLIU",134,"abwendbar",2.20000004768372,1.13529241085052,2,2
"135","1.0 (2020-11-30)","doi:10.11587/7PFLIU",135,"abwerten",2.34482765197754,0.983222842216492,3,3
"136","1.0 (2020-11-30)","doi:10.11587/7PFLIU",136,"abwertend",2.14285707473755,0.848278701305389,2,2
"137","1.0 (2020-11-30)","doi:10.11587/7PFLIU",137,"abwertung",1.53623187541962,1.29000353813171,0,0
"138","1.0 (2020-11-30)","doi:10.11587/7PFLIU",138,"abwesenheit",2.4375,0.981687188148499,3,3
"139","1.0 (2020-11-30)","doi:10.11587/7PFLIU",139,"abwicklungsbank",2.5,0.971825301647186,3,3
"140","1.0 (2020-11-30)","doi:10.11587/7PFLIU",140,"abwimmeln",2.09090900421143,1.22102785110474,2,2
"141","1.0 (2020-11-30)","doi:10.11587/7PFLIU",141,"abwählen",2.23076915740967,1.3950103521347,3,3
"142","1.0 (2020-11-30)","doi:10.11587/7PFLIU",142,"abwärts",2.09090900421143,1.37510335445404,3,3
"143","1.0 (2020-11-30)","doi:10.11587/7PFLIU",143,"abwürgen",2.15702486038208,1.14023578166962,3,3
"144","1.0 (2020-11-30)","doi:10.11587/7PFLIU",144,"abzeichnen",1.11111116409302,1.36422550678253,0,0
"145","1.0 (2020-11-30)","doi:10.11587/7PFLIU",145,"abzocke",2.70000004768372,0.946679711341858,3,3
"146","1.0 (2020-11-30)","doi:10.11587/7PFLIU",146,"abzockerei",2.89473676681519,0.737468421459198,3,3
"147","1.0 (2020-11-30)","doi:10.11587/7PFLIU",147,"abzug",1.93548381328583,1.06255924701691,2,2
"148","1.0 (2020-11-30)","doi:10.11587/7PFLIU",148,"abzuzock",1.89999997615814,1.37032032012939,3,3
"149","1.0 (2020-11-30)","doi:10.11587/7PFLIU",149,"ach",1.27272725105286,1.28142321109772,0,0
"150","1.0 (2020-11-30)","doi:10.11587/7PFLIU",150,"achtung",0.600000023841858,1.06996619701385,0,0
"151","1.0 (2020-11-30)","doi:10.11587/7PFLIU",151,"adel",2.20000004768372,1.39841175079346,3,3
"152","1.0 (2020-11-30)","doi:10.11587/7PFLIU",152,"aderlass",1.70000004768372,1.0553640127182,2,2
"153","1.0 (2020-11-30)","doi:10.11587/7PFLIU",153,"affe",1.79999995231628,0.918936610221863,2,2
"154","1.0 (2020-11-30)","doi:10.11587/7PFLIU",154,"affenartig",2,1.29099440574646,3,3
"155","1.0 (2020-11-30)","doi:10.11587/7PFLIU",155,"affig",2.70000004768372,0.948683321475983,3,3
"156","1.0 (2020-11-30)","doi:10.11587/7PFLIU",156,"affront",2.53521132469177,0.935220777988434,3,3
"157","1.0 (2020-11-30)","doi:10.11587/7PFLIU",157,"affäre",1.7162162065506,1.38368260860443,0,0
"158","1.0 (2020-11-30)","doi:10.11587/7PFLIU",158,"aggression",1.07692313194275,1.49786174297333,0,0
"159","1.0 (2020-11-30)","doi:10.11587/7PFLIU",159,"aggressiv",1.65942025184631,1.4064314365387,0,0
"160","1.0 (2020-11-30)","doi:10.11587/7PFLIU",160,"agierend",1.36585366725922,1.21975612640381,0,0
"161","1.0 (2020-11-30)","doi:10.11587/7PFLIU",161,"agitation",1.93023252487183,1.14574098587036,2,2
"162","1.0 (2020-11-30)","doi:10.11587/7PFLIU",162,"agitationsorgan",1.75,1.28173983097076,1,1
"163","1.0 (2020-11-30)","doi:10.11587/7PFLIU",163,"agitieren",1.68421053886414,1.10818326473236,2,2
"164","1.0 (2020-11-30)","doi:10.11587/7PFLIU",164,"ahnden",2.5,1.1002391576767,3,3
"165","1.0 (2020-11-30)","doi:10.11587/7PFLIU",165,"ahnungslos",2.06818175315857,1.27572786808014,3,3
"166","1.0 (2020-11-30)","doi:10.11587/7PFLIU",166,"ahnungslosigkeit",2.16129040718079,1.05882012844086,3,3
"167","1.0 (2020-11-30)","doi:10.11587/7PFLIU",167,"aktenkundig",2.59999990463257,0.843274056911469,3,3
"168","1.0 (2020-11-30)","doi:10.11587/7PFLIU",168,"akut",1.73214280605316,1.24303257465363,3,3
"169","1.0 (2020-11-30)","doi:10.11587/7PFLIU",169,"alarm",1.48387098312378,1.45694422721863,0,0
"170","1.0 (2020-11-30)","doi:10.11587/7PFLIU",170,"alarmglocke",2.73333334922791,0.827681958675385,3,3
"171","1.0 (2020-11-30)","doi:10.11587/7PFLIU",171,"alarmieren",1.52272725105286,1.50176072120667,0,0
"172","1.0 (2020-11-30)","doi:10.11587/7PFLIU",172,"alarmierend",2.5806450843811,0.922828733921051,3,3
"173","1.0 (2020-11-30)","doi:10.11587/7PFLIU",173,"alarmruf",1,1.15470051765442,0,0
"174","1.0 (2020-11-30)","doi:10.11587/7PFLIU",174,"alibiaktion",2.16000008583069,1.03726482391357,2,2
"175","1.0 (2020-11-30)","doi:10.11587/7PFLIU",175,"alibihandlung",2.5,0.849836587905884,2,3
"176","1.0 (2020-11-30)","doi:10.11587/7PFLIU",176,"alibiwerbeaktion",1.70000004768372,1.4181364774704,2,2
"177","1.0 (2020-11-30)","doi:10.11587/7PFLIU",177,"alkoholiker",2.57894730567932,1.1697952747345,3,3
"178","1.0 (2020-11-30)","doi:10.11587/7PFLIU",178,"alkoholisiert",3,1.18817710876465,3,3
"179","1.0 (2020-11-30)","doi:10.11587/7PFLIU",179,"alkoholkonsum",2,0.81649661064148,2,2
"180","1.0 (2020-11-30)","doi:10.11587/7PFLIU",180,"alkoholselig",1.70000004768372,1.05934989452362,2,2
"181","1.0 (2020-11-30)","doi:10.11587/7PFLIU",181,"alkoholsucht",3.29999995231628,0.483045905828476,3,3
"182","1.0 (2020-11-30)","doi:10.11587/7PFLIU",182,"alkosünder",2.90909099578857,1.04446589946747,3,3
"183","1.0 (2020-11-30)","doi:10.11587/7PFLIU",183,"allein",1.79503107070923,1.32695329189301,3,3
"184","1.0 (2020-11-30)","doi:10.11587/7PFLIU",184,"alleingang",1.54545450210571,1.20132505893707,0,0
"185","1.0 (2020-11-30)","doi:10.11587/7PFLIU",185,"allergie",2.90000009536743,1.19721901416779,3,3
"186","1.0 (2020-11-30)","doi:10.11587/7PFLIU",186,"allerletzt",1.01470589637756,1.25177657604218,0,0
"187","1.0 (2020-11-30)","doi:10.11587/7PFLIU",187,"allmacht",1.9487179517746,1.1909464597702,3,3
"188","1.0 (2020-11-30)","doi:10.11587/7PFLIU",188,"allmachtsanspruch",2.40000009536743,0.966091811656952,3,3
"189","1.0 (2020-11-30)","doi:10.11587/7PFLIU",189,"allmächtig",1.32500004768372,1.30850279331207,0,0
"190","1.0 (2020-11-30)","doi:10.11587/7PFLIU",190,"alltag",1.21348309516907,1.32692325115204,0,0
"191","1.0 (2020-11-30)","doi:10.11587/7PFLIU",191,"alphafischchen",2.75,0.886405289173126,3,3
"192","1.0 (2020-11-30)","doi:10.11587/7PFLIU",192,"alt",1.75078868865967,1.40147924423218,0,0
"193","1.0 (2020-11-30)","doi:10.11587/7PFLIU",193,"altern",0.200000002980232,0.63245552778244,0,0
"194","1.0 (2020-11-30)","doi:10.11587/7PFLIU",194,"altlast",2.5,1.1002391576767,3,3
"195","1.0 (2020-11-30)","doi:10.11587/7PFLIU",195,"altmodisch",2,1.28653502464294,2,3
"196","1.0 (2020-11-30)","doi:10.11587/7PFLIU",196,"altpartei",0.914893627166748,1.19473099708557,0,0
"197","1.0 (2020-11-30)","doi:10.11587/7PFLIU",197,"altsaurier",1.70000004768372,1.4181364774704,0,2
"198","1.0 (2020-11-30)","doi:10.11587/7PFLIU",198,"altsozialistisch",2.5,0.849836587905884,3,3
"199","1.0 (2020-11-30)","doi:10.11587/7PFLIU",199,"amateur",2.09999990463257,1.19721901416779,2,2
"200","1.0 (2020-11-30)","doi:10.11587/7PFLIU",200,"amoklauf",1.33333337306976,1.66969418525696,0,0
"201","1.0 (2020-11-30)","doi:10.11587/7PFLIU",201,"amt",1.8565217256546,1.46019268035889,0,0
"202","1.0 (2020-11-30)","doi:10.11587/7PFLIU",202,"amtsbekannt",2.09999990463257,0.875595033168793,2,2
"203","1.0 (2020-11-30)","doi:10.11587/7PFLIU",203,"amtsgewalt",2.5,0.849836587905884,2,2
"204","1.0 (2020-11-30)","doi:10.11587/7PFLIU",204,"amtsmissbrauch",2.46825385093689,1.18447625637054,3,3
"205","1.0 (2020-11-30)","doi:10.11587/7PFLIU",205,"amtsschimmel",3.09999990463257,0.567646205425262,3,3
"206","1.0 (2020-11-30)","doi:10.11587/7PFLIU",206,"amüsieren",1.93333327770233,1.33735024929047,2,2
"207","1.0 (2020-11-30)","doi:10.11587/7PFLIU",207,"anbetracht",2.0625,1.36635851860046,3,3
"208","1.0 (2020-11-30)","doi:10.11587/7PFLIU",208,"anbiedern",2.38095235824585,1.02353262901306,2,2
"209","1.0 (2020-11-30)","doi:10.11587/7PFLIU",209,"andersdenkende",3.20000004768372,0.610257148742676,3,3
"210","1.0 (2020-11-30)","doi:10.11587/7PFLIU",210,"andeuten",1.85000002384186,1.26802790164948,2,2
"211","1.0 (2020-11-30)","doi:10.11587/7PFLIU",211,"andichten",2.70000004768372,1.2516655921936,3,3
"212","1.0 (2020-11-30)","doi:10.11587/7PFLIU",212,"andienen",1.88888883590698,1.26929557323456,3,3
"213","1.0 (2020-11-30)","doi:10.11587/7PFLIU",213,"androhen",2.46153855323792,0.913240432739258,3,3
"214","1.0 (2020-11-30)","doi:10.11587/7PFLIU",214,"androhung",2.07500004768372,1.18511056900024,3,3
"215","1.0 (2020-11-30)","doi:10.11587/7PFLIU",215,"andächtig",2.5,0.849836587905884,3,2
"216","1.0 (2020-11-30)","doi:10.11587/7PFLIU",216,"anfahren",1.5,1.30088722705841,0,0
"217","1.0 (2020-11-30)","doi:10.11587/7PFLIU",217,"anfechten",1.64999997615814,1.56524753570557,0,0
"218","1.0 (2020-11-30)","doi:10.11587/7PFLIU",218,"anfängerplatz",2.29999995231628,0.948683321475983,3,3
"219","1.0 (2020-11-30)","doi:10.11587/7PFLIU",219,"anfütterung",2.18181824684143,1.16774845123291,3,3
"220","1.0 (2020-11-30)","doi:10.11587/7PFLIU",220,"anfütterungsverbot",2.45454549789429,1.21355974674225,3,3
"221","1.0 (2020-11-30)","doi:10.11587/7PFLIU",221,"angeben",1.92452836036682,1.34234380722046,2,2
"222","1.0 (2020-11-30)","doi:10.11587/7PFLIU",222,"angegrifen",2.5,1.58113884925842,4,4
"223","1.0 (2020-11-30)","doi:10.11587/7PFLIU",223,"angehaucht",2.20000004768372,0.918936610221863,2,2
"224","1.0 (2020-11-30)","doi:10.11587/7PFLIU",224,"angeklagt",1.78947365283966,1.37239158153534,3,0
"225","1.0 (2020-11-30)","doi:10.11587/7PFLIU",225,"angekündigt",1.33802819252014,1.35165154933929,0,0
"226","1.0 (2020-11-30)","doi:10.11587/7PFLIU",226,"angepatzt",1.56521737575531,1.12112307548523,2,3
"227","1.0 (2020-11-30)","doi:10.11587/7PFLIU",227,"angeschlagen",2.24242424964905,1.17341125011444,3,3
"228","1.0 (2020-11-30)","doi:10.11587/7PFLIU",228,"angeschüttet",1.60000002384186,1.17378783226013,3,3
"229","1.0 (2020-11-30)","doi:10.11587/7PFLIU",229,"angespannt",2.70000004768372,0.823272585868835,3,3
"230","1.0 (2020-11-30)","doi:10.11587/7PFLIU",230,"angezeigt",0.863636374473572,1.32000923156738,0,0
"231","1.0 (2020-11-30)","doi:10.11587/7PFLIU",231,"angreifen",1.84615385532379,1.32860159873962,3,3
"232","1.0 (2020-11-30)","doi:10.11587/7PFLIU",232,"angriff",1.18497109413147,1.33399415016174,0,0
"233","1.0 (2020-11-30)","doi:10.11587/7PFLIU",233,"angriffig",0.666666686534882,1.06133723258972,0,0
"234","1.0 (2020-11-30)","doi:10.11587/7PFLIU",234,"angriffslustig",0.449999988079071,0.998683333396912,0,0
"235","1.0 (2020-11-30)","doi:10.11587/7PFLIU",235,"angst",1.80952382087708,1.40467596054077,3,0
"236","1.0 (2020-11-30)","doi:10.11587/7PFLIU",236,"angstmache",2.46875,1.01550483703613,3,3
